,GlobalEventID,Day,ActionGeo_Fullname,Actor1Name,Actor2Name,SOURCEURL,investigate
0,876745131,20191002,United States,UNITED STATES,TESCO,https://www.theguardian.com/business/2019/oct/02/tesco-chief-dave-lewis-ken-murphy,False
1,876703619,20191002,"Auckland, Auckland, New Zealand",NEW ZEALAND,,https://www.undertheradar.co.nz/news/16466/Interview-Mac-DeMarco-Talks-Cowboy-Culture--Returning-To-New-Zealand.utr,False
2,876676193,20191002,"Sochi, Krasnodarskiy Kray, Russia",RUSSIA,AFRICA,https://www.dailymaverick.co.za/article/2019-10-02-from-liberation-to-authoritarianism-from-russia-to-africa-with-love/,False
3,876938235,20191002,"Calgary, Alberta, Canada",CANADA,VOTER,https://calgaryherald.com/news/politics/election-2019/calgary-centre-candidates-take-questions-from-students-on-energy-climate-change,False
4,876737884,20191002,"Leavenworth, Washington, United States",WASHINGTON,PRESIDENT,https://www.leavenworthtimes.com/zz/news/20191001/trump-to-unveil-medicare-plan-in-bid-to-contrast-democrat-rivals,False
5,876681068,20191002,"Pyongyang, P'yongyang-si, North Korea",,,https://www.dw.com/en/north-korea-agrees-to-new-us-talks-fires-suspected-missiles/a-50670131,False
6,876887054,20191002,,REUTERS,PRIME MINISTER,http://news.trust.org/item/20191002172950-fwf39,False
7,876762100,20191002,Yemen,CHIEF OF STAFF,YEMEN,https://aawsat.com/english/home/article/1927971/iran-admits-irgc-role-supporting-houthis,False
8,876883633,20191002,"Doha, Ad Daw?ah, Qatar",QATAR,,https://thepeninsulaqatar.com/article/02/10/2019/Qatar-Foundation-wins-a-major-victory-against-OHL-Contrack-in-%C2%A31.9bn-hospital-dispute,False
9,876779762,20191002,"Maitama, Nigeria (general), Nigeria",NIGERIA,,https://www.ladunliadinews.com/2019/10/jamb-official-who-claimed-snake.html,False
10,876798286,20191002,British Virgin Islands,UNITED STATES,BRITISH VIRGIN ISLANDS,http://www.virginislandsdailynews.com/news/man-acquitted-on-cocaine-charges/article_f5de8df4-83c7-5f6e-98aa-52190d627488.html,False
11,876866704,20191002,"Langstone, Hampshire, United Kingdom",BRITAIN,,https://www.southwalesargus.co.uk/news/17942472.petrol-station-nominated-brace-industry-awards/,False
12,876697010,20191002,"Utah, United States",UNITED STATES,,https://utahpolicy.com/index.php/features/today-at-utah-policy/21776-here-s-how-the-utah-gop-was-able-to-pay-off-135-000-in-outstanding-debt,False
13,876938181,20191002,"Tokyo, Tokyo, Japan",COMPANY,KINGDOM,https://japantoday.com/category/features/lifestyle/one-person-seclusion-tents-let-you-turn-part-of-your-home-into-your-private-kingdom,True
14,876877256,20191002,"Kuala Lumpur, Kuala Lumpur, Malaysia",MALAYSIA,MALAYSIAN,https://www.freemalaysiatoday.com/category/nation/2019/10/02/action-taken-against-errant-glove-factory-kula-tells-us/,False
